 24 1000
1 5 1 2 3 65 7 5 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 3 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 1 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 6 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 45 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 35 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 34 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 4 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 9 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 3 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 1 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 4 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 45 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 5 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8
1 5 1 2 3 65 7 345 7 34 7 3 7 8 9 7 8 91 3 6 23 4 5 8

